customer_experience,NPS,date,primary_category
"A solid product with a wide spread eco-system. That being said, there is always room for improvement.",8,11/10/2021,Product
I enjoy the products but I have problems with the downloading,8,11/10/2021,Product
"Product is great, website is terrible to navigate.",8,11/10/2021,Others
"Product is great, website is terrible to navigate.",8,11/10/2021,Customer Service
Gold Standard,7,11/10/2021,Sales
The CEW is an effective tool.,8,11/10/2021,Training
"Constantly phasing out equipment, failing to stand behind products, pricing out smaller agencies, absolute absorbent pricing increases. Last quote for TASER equates to over 58% increase over prior contract. Completely unacceptable.",4,11/10/2021,Cost
tech issues,6,11/9/2021,Product
"Our account manager was easy to reach, direct, and our AXON Body 3 implementation was very streamlined.",8,11/9/2021,Customer Service
Little concerned about replacement policy on leased items that are stolen,4,11/9/2021,Others
The over complication of taser devices which have become difficult to manage due to over reliance upon peripheral components and functions such as the online connection. This complexity does not work for rural agencies and officers with connectivity issues or who lack technical savvy personnel or IT departments.,3,11/9/2021,Product
"I am sure there is more that AXON provides, but given the financial cap with my organization I don't see how I could rate the answer higher than elected. The tools that we have from AXON are amazing and are probably more capable of their function but again, due to the finances logistically within my organization I rated AXON accordingly.",8,11/9/2021,Cost
"Because the Cloud that the Minnesota State Patrol stores files in a much more condensed size and it's way faster to download files.  Your system is painfully slow and when I'm using it, causes my computer to be slower and Windows crashes, etc.",2,11/9/2021,Product
"I have had nothing but problems over the last almost two (2) months with customer service in trying to order VieVu parts after promises.  No call backs, no correspondence for over two (2) weeks, little help or assistance in rectifying the problems and a general lack of not caring.  Had it been for one (1) employee who did step up and assist me, I would have been moving up the chain of supervisors, department managers or whomever is in charge of this department.",5,11/9/2021,Customer Service
Lack of user control over camera products.,2,11/9/2021,Product
"Up until this year and a change in our reps we have had a wonderful, professional experience with AXON and could not have recommended it highly enough. With a recent change, we have found that our rep is, at best, pushy, belittling and non-responsive. When contracts were forwarded to us we found that, after asking for details, we were being charged different prices for the same product / sku. Throughout the entire contract renegotiation, we have had an extremely poor experience and if it was not that we are so invested in AXON infrastructure, to include training for our officers, we would most likely be looking to change companies.",1,11/9/2021,Sales
In my experience AXON does not perfect their products before moving on.  The in squad camera I have has issues.  The camera on/off switch does not work and AXON tells our IT guy that it's a known issue with no fix.  I can't turn it off when my car goes in for service without powering the whole system off.  AXON seems to care very little about resolving such things and seems to opt to move onto the next version of devices. Seems to be more interest in creating new versions to sell as opposed to creating a quality and serviceable product that can be relied upon.,0,11/9/2021,Product
"Price is getting out of control. Needing to shoot two cartridges a year is overkill and having to requal as a trainer every two years is also cost and time prohibitive. It is up to the agency, per the supreme court, to make sure the training is up to par.",5,11/9/2021,Cost
"While Axon has a lot of wonderful tools, not all departments are able to afford. I love the features and new products but sadly, a lot are out of the budget range for smaller departments. 
Also, we've recently had issues with our account manager getting back to us. We've reached out a few times and have not heard back. While that's not always the case with Axon Rep's we seem to be struggling lately with connecting with our Reps.",8,11/9/2021,Cost
"While Axon has a lot of wonderful tools, not all departments are able to afford. I love the features and new products but sadly, a lot are out of the budget range for smaller departments. 
Also, we've recently had issues with our account manager getting back to us. We've reached out a few times and have not heard back. While that's not always the case with Axon Rep's we seem to be struggling lately with connecting with our Reps.",8,11/9/2021,Sales
"Cost of goods is a huge factor in any security companies budget.  The initial cost of cameras, tasers etc... is a huge hit to budgets along with the ongoing yearly costs.",6,11/9/2021,Cost
Taser has a corner on the market therefore there are not any viable alternatives.,6,11/9/2021,Training
Taser has a corner on the market therefore there are not any viable alternatives.,6,11/9/2021,Customer Service
"Your folks are extremely motivated and sharp, my concern is with your company listening to your customers needs in improving new technology and being respectful of our time.",6,11/9/2021,Training
"We have been trying to get a Taser to replace one that was RMA'd to Axon back on June 29, 2021.  I have been trying to get a replacement Taser since then.",1,11/9/2021,Customer Service
"Market leader in CEW's, but prices for cartridges and PPM's are more that expected. Also random changing of online portals for instructors is tiring. Also currently waiting on a call back from any 1 of the 3 voicemails we have left regarding a bill we received. We received the bill in November, it was due in September.",5,11/9/2021,Cost
"Market leader in CEW's, but prices for cartridges and PPM's are more that expected. Also random changing of online portals for instructors is tiring. Also currently waiting on a call back from any 1 of the 3 voicemails we have left regarding a bill we received. We received the bill in November, it was due in September.",5,11/9/2021,Customer Service
"Market leader in CEW's, but prices for cartridges and PPM's are more that expected. Also random changing of online portals for instructors is tiring. Also currently waiting on a call back from any 1 of the 3 voicemails we have left regarding a bill we received. We received the bill in November, it was due in September.",5,11/9/2021,Others
"Customer service is not great, very inconsistent. Products are delivered months after ordering, reps are not familiar with our contract and do not respond to emails in a timely manner. And by timely I mean within a month. Calling is worse.  We also have difficulties with invoicing, both paying and getting quotes. Ridiculous. God help Axon if another Taser company enters the market.",0,11/9/2021,Sales
"Good product, but trying to coordinate training every 2 years can be challenging with larger agencies",8,11/9/2021,Training
"As budgets continuously come under scrutiny, the rising cost of your products (ie cameras/storage) makes it so that the many small agencies can no longer afford your products. In turn, we will need to find alternative products even if it means less quality.",3,11/9/2021,Cost
"I would have chosen higher because of the quality of the products, but I feel I have to choose 8 because I know our department struggles every year to afford what we need.",8,11/9/2021,Cost
I believe it is a good product. The cost to equip an officer who will not be generating an ongoing liability for storage maintenance is more than what is required for an officer who generates footage to store (Detective [requires pro] v Patrol officer [could be basic]).,7,11/9/2021,Cost
"Not that easy to return RMA's, not able to purchase items needed for our department in a timely manner. Still waiting to hear back from Axon, sent email and still have not been able to order.",6,11/9/2021,Customer Service
"The products are good and Doug, our sales associate, was super helpful but between the glitch in the system that made me think my order didn't go through so I accidently ordered the same thing twice to now waiting for over a week to get clarification on an invoice due to the returns I made, it's very frustrating. I've got a second invoice that has been sitting in my queue to be approved but can't get an answer from your A/R department about what to do with it since most of the items were returned (should I pay the for what I kept or will a new invoice be issued?) Rachel Ometer has been helping me and and now has her manager looped in to try and speed this process along. It doesn't seem like it should be this difficult.",8,11/9/2021,Customer Service
"Axon is clearly about profit, not public safety.",0,11/9/2021,Cost
While I appreciate Axon (formerly Taser International) early on customer service and cost was reasonable or included.  I feel the company has moved more commercial and everything now is nickled and dimed...,7,11/9/2021,Cost
Just ordered about 30k worth of Taser 7 and had to send at least 4 back due to not functioning. On top of that had to use additional taxpayer money to pay for shipping.,1,11/9/2021,Product
"Because we cannot access your service, and have not been able to do so consistently for weeks, ever since you implemented DNSSEC.  Y",1,11/9/2021,Product
Costs are too high for many agencies.,6,11/9/2021,Cost
"Taser X2 devices are cheap.  In our small department of 11, we have had roughly half of our Taser X2's go out because of non-functioning lasers.  I wish there was alternative devices on the market to push Axon to make higher quality products.",0,11/9/2021,Product
Too expensive,8,11/9/2021,Cost
"Problems with in car cameras, not enough outreach and support from Axon.",7,11/6/2021,Product
"Problems with in car cameras, not enough outreach and support from Axon.",7,11/6/2021,Customer Service
"Axon is a great product, just rather costly. Further, customer service when reaching out on rms capabilities is poor. I have advocated for Taser as a instructor since 2008 when first certified. However, when transitioning to BWC, 40 plus thousand for 8 cameras over 5 years is pricey. Smaller agencies cannot afford this solution.",8,11/5/2021,Cost
Support for products is increasingly harder to get timely support,6,10/31/2021,Customer Service
additional features always cost more money...,8,10/29/2021,Cost
additional features always cost more money...,8,10/29/2021,Training
I do not like the way the camera clips to my shirt and damages my uniform.,0,10/28/2021,Product
"Company was great during our first five year contract - have signed on for another five years in July and still unable to get TAP refresh or invoices.  Emails for inquires and problem resolution often go un-answered, and it seems we have frequent ""Customer Success Manager"" rotations where solutions are not often forthcoming. The sales staff, however, is always emailing me for products and events...",6,10/27/2021,Customer Service
Customer service is better than any other I've ever seen.,8,10/25/2021,Product
Customer service is better than any other I've ever seen.,8,10/25/2021,Training
"It is extremely difficult to determine who you are supposed to work with from Axon and, when you think you have it figured out, it changes to someone else and you have to explain what you need all over again. Last year, when we were trying to renew our contract, I dealt with 3 different sales reps within a six month period.",4,10/25/2021,Sales
Paying for the class was an ordeal itself. Then come to find out at the end of the class that we weren't getting TCOLE credits was very disappointing. The class itself was more about new taser technology and I would've like to have more information about teaching utilizing the website.,5,10/24/2021,Training
"While I greatly appreciate the access Axon gives to a weapon that can minimize the risk of use of force, I know that like any weapon they come with the possibility of not properly functioning. This is why I would never recommend Axon without some reservation.",7,10/21/2021,Others
I believe Axon is supportive and my CSM (Theresa) goes above and beyond to help me understand the product and functionality. This is extremely important to me because if I don't know I have something I may get frustrated and give up.,8,10/21/2021,Others
"The products, I like. The training, not so much.",5,10/20/2021,Training
"easy to work with for products, no so much to get our personnel through classes. (and axon basically has a monopoly on CEDs)",7,10/20/2021,Training
"Truthfully, Axon is far superior to any other BWC/taser provider, however, there are a lot of technological advancements that Axon is behind the mark. In particular, I work with redacting BWC and the software is not user friendly, the AI technology lags, and Axon rarely seems to implement updates there. While a great company overall, there needs to be some additional consumer input and changes.",5,10/20/2021,Product
I am pleased with the product however availability to small agencies are limited also the Tazers that are department currently use I am told Axon won't work on so not to send then again it could be the person in charge just doesn't think that they are necessary I personally have not called Axon to find out,8,10/20/2021,Cost
I have been waiting for over six months after I ordered for my in car video systems,5,10/20/2021,Sales
I never received my shirt in 3x from 3 years ago.,2,10/19/2021,Others
"I like the products, however I don't see the point of having to get re-certified every two years.  I believe it should be 5 years.  
Also, our department, in my opinion, will never go to the dual cartridge CEW's, too much thinking involved and things could go wrong easily.",8,10/19/2021,Training
"The battery drains too quickly on the body camera.  I have to charge it constantly during the day to keep it from dying.  If I actually have to use it to record an incident, I think it would die within a few minutes of recording.",3,10/19/2021,Product
Axon makes great products the taser training was tedious and drawn out.,8,10/19/2021,Training
Still have not received my certificate been 2 weeks and counting,4,10/19/2021,Training
It would depend on there budget,8,10/19/2021,Cost
We have had multiple issues with getting orders delivered that ended up taking over a year to get processed. Longer to get it paid. This has gone on for the last couple years. I just recently within the last 6 months or so been shown how to order online but have not had any recent orders.,4,10/19/2021,Sales
Customer service is poor. Over the past several months it has taken over two weeks to respond to an email.,2,10/19/2021,Sales
Customer service is poor. Over the past several months it has taken over two weeks to respond to an email.,2,10/19/2021,Customer Service
Customer service is poor. Over the past several months it has taken over two weeks to respond to an email.,2,10/19/2021,Customer Service
The website payment/voucher method is extremely confusing and is not user friendly for a large organization like ours when multiple people need to schedule their training.,0,10/19/2021,Others
"Website continue to charge me for products I wanted to purchase, but failed to create an order causing me to call customer service to acquire a refund after a few days.",0,10/19/2021,Others
Very slow shipping with no updates on forever ship packages.,6,10/7/2021,Sales
"Axon provides a superior product, in my opinion, and the Customer Success Manager is attentive and responds to our requests. I find the  corporate machine is rigid and not willing to customize customer support.",8,10/7/2021,Customer Service
They are about the only game in town for CEW's.,7,10/3/2021,Cost
"Axon has great set of core products and services and is constantly evolving as a company. On the downside some of the newly developed products are services are not always ready for customer use, prone to bugs, or lack some of the polish that an agency might need to improve processes or make users lives easier.",7,9/30/2021,Product
"Products are good quality, but very expensive and contract terms expose the organization to cost increases that threaten an organization since it would take time to migrate to a lower cost products.",7,9/30/2021,Cost
"Easy to use, quality construction, recording as the eye sees versus night vision.",8,9/25/2021,Cost
"We like the Taser.  The instructor recertification is too much like a money grab, too expensive and too often.  Especially for a small agency such as ours.",5,9/24/2021,Cost
The magnetic mount that holds the camera easily falls off during even the most basic resistance by a suspect.,8,9/24/2021,Product
"overall decent, still don't like the multiple sites that have to be used.",7,9/24/2021,Others
"overall decent, still don't like the multiple sites that have to be used.",7,9/24/2021,Customer Service
"The changes in instructor certification (two year to yearly) has, in my opinion, diminished the value of training.",3,9/24/2021,Training
"Exceptional Products.  However, a higher rating would be achieved if firmer attaching hardware for BWC's were included with the products initially.",8,9/23/2021,Product
"I APPRECIATE HAVING THE SECURITY OF KNOWING WHAT I AM DOING IS BEING RECORDED AND THAT OTHERS ACTIONS ARE BEING DOCUMENTED AS WELL. I FEEL ANOTHER LEVEL OF PROTECTION THAT CAN PREVENT LIABILITY OR SITUATIONS TO BE MISCONSTRUED IN COURT. I AM HAVING TROUBLE HOWEVER WITH THE PROGRAM, ON MY PHONE, AND DOWNLOAD TIMES ON MY TOUGHBOOK.",8,9/23/2021,Product
Products are great but when there's issues it's difficult to get help/responses from our assigned Axon representative. I feel that our agency is left to figure it out on our own.,5,9/23/2021,Sales
Customer service is pretty bad.,1,9/23/2021,Customer Service
"Axon has too many websites to for information such as Axon Evidence, My Axon,  Axon drop box all sites need sign on and passwords. Why not have just one site?",8,9/23/2021,Others
"The Axon System is great and works with very little issues.  My score would have been higher, however, the  business structure at times does not work as smooth as one would wish.  It would be nice to have a sales representative in the area that you could have face-to-face meetings with.  I believe that this would eliminate confusion created while purchasing new devices and entering into new contracts.",8,9/23/2021,Sales
Product is high quality but price point is more than many could afford.,8,9/23/2021,Cost
"There are updates needed, particularly in the phone app for the body cams.",5,9/23/2021,Product
Monopoly. Way to expensive.,0,9/23/2021,Cost
The customer service has really taken a nose dive.,4,9/23/2021,Sales
"From what I and other from my organization have experienced while transitioning to the Taser 7, your IT department can be of little help and sometimes speaks to the customer as if they are superior to them. The customer can not help that your company changes things such as color codes on the charging bank without making the customer aware. Also when promised different t things from your sales reps, IT department, and others in your company it takes countless reminders to get what you have asked for or have been told you were getting. I am still waiting for an updated copy of the color coded of the Taser 7 battery banks. I agree that you have the best product on the market, maybe you should work on your customer service.",4,9/23/2021,Customer Service
"Axon has a quality product. The only down size can the charge up front, but the product is usually nothing but quality.",7,9/23/2021,Cost
"The majority of the products and services provided are good, but many improvements can be made. I feel as though my Customer Success Manager listens and brings these suggestions to the company, but Axon does not seem as interested in listening to the voice of the end users of the system. The release of the Body 3 without a proper transition for a SYNC type support has also been quite challenging for our agency. The use of Axon View XL instead of SYNC has many of our officers frustrated since it does not tag as well as SYNC did. More focus should be spent correcting the current issues before branching out into areas that do not even relate to technology, like mental health.",7,9/23/2021,Product
"While I firmly believe Axon is the premier technological business leading the way for Officer/citizen safety, many of the mandates imposed by state legislators on retention of BWC videos and photos is absolutely going to crush smaller agencies financially. My own experience with my town council was to explore other options for retention of these videos and photos because in a matter of 5 years from now, the cost of retention with evidence.com is going to be more than we can afford without cutting back on other critical services, such as officers and training. I would like to provide a full 10 score, but as a Chief administrator for a small agency I must provide a score that reflects what the cost of these services are going to do to smaller agencies in the very near future.",9,9/23/2021,Cost
I think AXON products are great!  Navigating the web site is a little difficult.,9,9/23/2021,Others
"I feel like Axon Marketing is ahead of Axon Products.  I know we get to hear about what is to come (which we appreciate!), but it seems like what is put into production isn't as exciting as what was marketed.",8,9/22/2021,Product
"I've had difficulty with an order for two drones placed in July that will now be delivered, per our Axon sales rep, in the first week of October.  I'm not terribly happy with this turn around time considering how much money we are investing in drones through Axon and the high costs for the annual contracts to store video.  We will need to look at purchasing drones through outside vendors and storing the video ourselves to lower the costs for our program as we continue to grow.",5,9/22/2021,Sales
"I've had difficulty with an order for two drones placed in July that will now be delivered, per our Axon sales rep, in the first week of October.  I'm not terribly happy with this turn around time considering how much money we are investing in drones through Axon and the high costs for the annual contracts to store video.  We will need to look at purchasing drones through outside vendors and storing the video ourselves to lower the costs for our program as we continue to grow.",5,9/22/2021,Cost
"Pretty much Olivia our customer success person , keeps things smooth when I hit bumps in the road with sales",8,9/22/2021,Sales
"Pretty much Olivia our customer success person , keeps things smooth when I hit bumps in the road with sales",8,9/22/2021,Product
Good quality products and operation. Prices are on the high end and seem to rise faster than inflation. Your websites are hard to navigate to find what you are looking for and the process for registering for training  has been less than impressive.,8,9/20/2021,Cost
Good quality products and operation. Prices are on the high end and seem to rise faster than inflation. Your websites are hard to navigate to find what you are looking for and the process for registering for training  has been less than impressive.,8,9/20/2021,Others
Certain products are amazing while others are missing basic features.,8,9/20/2021,Product
Too expensive to allow other non-camera users within your department to view video.,4,9/20/2021,Cost
You are the only player in the game.,8,9/20/2021,Others
I feel that Axon is very over priced and it make s it very hard for small local agencies to keep current on training with the Axon requirements for taser certification and recertification.    A way to help would be to stop the require two cartridge firing on the recertification or make a training cartridge more affordable.,5,9/20/2021,Cost
Price is expensive. You work towards larger agencies and don't work with small agencies Your products are very reliable and well built,8,9/19/2021,Cost
"Great products. But for small departments, towns will not fork over the money  to  pay for the costs associated with these newer products. As it is, cartridges are too expensive to allow departments to conduct proper and sufficient training.  This will lead to improper training and familiarity with the equipment.  Or, towns will just say to no officers carrying tasers.",8,9/18/2021,Cost
Axon has been good to work with.  They are very helpful when you can get to the right person.  However the website is not always intuitive.,9,9/18/2021,Others
"The instructor course are great online and the blend teaching is outstanding, but maybe a follow up with a zoom to confirm teach back etc",7,9/18/2021,Training
Because,0,9/17/2021,Others
"They work as they should.
I'd prefer to see 4k and smaller footprint soon as well, along with a standalone option versus the online storage.",9,9/17/2021,Product
"Good product, always room for improvement.",7,9/17/2021,Others
"Axon nickels and dimes for everything.  You are overpriced and seem to only care about making money rather than supporting Law Enforcement.  Even holsters that cost $50 from the manufacture cost $78 from Axon.  Customer Service is terrible and hardly no one follows up or can find an answer to a question they don't know.  This company has gotten too big and has lost its way.  We didn't get body cameras from Axon for these reasons and more.  We only have Tasers, but we have even talked about getting rid of them based on these issues as we are not Taser dependent.  There are better companies out there that are willing to go the extra mile for their customers and that have much more simplified/inclusive/affordable pricing.",3,9/17/2021,Cost
"Absolutely horrible site. Difficult to navigate and locate the training. Our agency tried this, but we all were left scratching our heads.",0,9/17/2021,Others
I like your products and your training that you provide.  Your website is complicated and difficult to navigate.,7,9/17/2021,Others
"product is good, but options to rent, etc are limited",8,9/16/2021,Cost
"it obvious the system is not intuitive...should of went through more test and evaluation with people who aren't ""Yes"" men and have experience on the street not behind a desk at the academy.",1,9/16/2021,Product
"I like the product, but some things are not very intuitive and the cost is high.",7,9/16/2021,Cost
"I like the product, but some things are not very intuitive and the cost is high.",7,9/16/2021,Product
The Axon Academy is hard to navigate and confusing. My agency lost valuable training due to this.,5,9/16/2021,Training
"Taser/Axon has always been a leader in quality products. As someone who works for a very, very small department the price is often higher than other alternatives. My PD will continue to use Taser/Axon but we would love to see Taser/Axon take a leading role in producing quality products, for reasonable prices and also start an educational camping to help educate the public on what taser offers, how it should be used and when it shouldn't be used.",8,9/16/2021,Cost
"The online portions of AXON for all TASER product handling/processing, training scheduling for instructor courses, in-house TASER training course material for New User & Re-Cert could be set up to be much more user friendly. A trainer should be able to click ""New User"" tab and have everything they need for in-house class materials right there and same for ""Annual Re-Cert"". There is too much back and forth with trying to locate all the different forms and tabs clicked to find them all. That causes error and liability for trainer/agency. The only thing that is super easy to use is the SYNC for TASER downloading and uploading of new Firmware.",1,9/16/2021,Training
"While I have been a great supporter of Axon products, the only issue I find a little concerning is the fact that we were offered axon VR, which we ended up ordering early on, but it has not progressed very much at all and even the scenarios aren't available yet, except for the community experience.  Just frustrating a little since we still haven't received the tablet that will run the LE scenarios.",7,9/16/2021,Product
You are a great company and I like your vision but you are moving closer to monopoly status. Your pricing and service need to stay reasonable and top notch,8,9/16/2021,Cost
"The product is good, but service and fulfillment miss the mark.",7,9/16/2021,Customer Service
"The product is good, but service and fulfillment miss the mark.",7,9/16/2021,Sales
"Axon was timely in providing equipment. However, several of the Signal Sidearm kits did not include the correct bracket needed to outfit patrol. Furthermore, the trainer is elusive in communicating the training schedule for onsite training.",7,9/16/2021,Customer Service
"Axon was timely in providing equipment. However, several of the Signal Sidearm kits did not include the correct bracket needed to outfit patrol. Furthermore, the trainer is elusive in communicating the training schedule for onsite training.",7,9/16/2021,Sales
"While our agency has had a great working relationship with Axon in the past and do value the relationship with our sales representative, the management of shipping our newly purchased products has been extremely disappointing. We are now months behind in equipping our officers with the new equipment that we purchased due to our order falling through the cracks.",3,9/16/2021,Sales
"Products are excellent but for smaller departments like mine, the ordering process is sometimes...challenging.",6,9/16/2021,Sales
"It's secure, but the cost of adding users does not make AXON a viable all encompassing source for small budget departments.",8,9/2/2021,Cost
"Good product, costs can add up fast depending on what level of service plan you purchase.",7,8/31/2021,Cost
"I would have to say it depends,
for body cams and taser that would be a 10. For report writer and CAD I would have to say no. report writer isn't very easy to work with as compared to the original report writer we had.",5,8/23/2021,Product
They sent out my product to the wrong address. The customer support saved it though they sent out a new item for me without any hassle at all.,8,8/20/2021,Sales
I have had an issue with reviewing the video on my phone from my Body 3 cam.   It has been about a month and i have heard nothing after sending my phone logs as requested.  For a large company to not have a fix for a newer phone as this is disappointing.  To hear nothing about my case in a month is worse.,2,8/20/2021,Customer Service
"Been asking for a price for the fleet 3 over 4 months ago and finally got a price. Then I have asked for a price fleet 2 without our a tablet due to we have laptops in the car. I asked for that almost 2 weeks ago still waiting. 
The product maybe good but the service has been terrible so far.",1,8/20/2021,Sales
"Axon, over all is great.  I do not like the emails with ID codes; it makes logging in very annoying.  Our email is sometimes quite slow and adding more steps to a log in is, as stated above, annoying.",8,8/20/2021,Product
"The products are great, but from a cost perspective, not everyone will have it in their budget to purchase/lease products from Axon.",8,8/20/2021,Cost
"Case names are not associated with the police case numbers.
Difficulty downloading evidence; can't do all of the items at once.
Difficult to shareâ€¦ the ability to share keeps changing.",2,8/19/2021,Product
"There is still some room for improvement reference identifying vital information clearly for investigators with regard to the online interface experience.  The interface needs to be simplified, but yet have various options to locate and search for evidence.",7,8/19/2021,Product
"I would have chosen a ten but, the Axon interview room system is not user friendly. I would like to see something easier to start a recording then add the information after the fact like all other Axon video systems. I would also like to see all of the rooms and be able to tap the recording on the screen to start many rooms quickly and be able to stop them easily without a long process. Starting with a tap is like we have on the fleet system for front and back cameras....... you can do it Axon, we believe in you. Please make it easier.... for all of us detectives that look like its the first time using it ...... every time we use it.",6,8/19/2021,Product
"We have used Axon for close to 5 years now, and we have had many issues with it that Axon has been unable to completely eradicate.  The issues with Axon have caused frustration for me over the years, and makes completing work tedious.",0,8/19/2021,Product
Products and support are excellent. There is some concern with evidence stored on evidence.com if we would ever have to change to a different vendor.,8,8/19/2021,Product
Just wasn't expected from Axon.,2,8/19/2021,Sales
Logging in has been a pain since someone changed the screen. I don't have time to fight with a computer program that isn't user friendly.,2,8/19/2021,Product
Great product with great customer service. Price was the only reason I didn't give a 10 but very pleased!,8,8/19/2021,Cost
I do not have access to looking up body cam footage myself.,6,8/19/2021,Product
Reps seem difficult to get ahold of or an answer from.,4,8/19/2021,Sales
I filled out a request for information on the website and was never contacted.  I called the company and was given the number for a rep.  I called and was told it was best to email her.  I did so and never received a reply.,0,8/19/2021,Sales
poor communication and responses,5,8/19/2021,Sales
For the most part things have gone well with axon. There are some outlying issues with communication in regards to apps and features that leaves my department feeling essentially client #xxxx instead of being seen as the department that we are.,7,8/19/2021,Sales
"I can appreciate the strong security, but at times it is frustrating to login and stay logged in. Also, trying to manage users can be difficult. thank you,",7,8/19/2021,Product
"I use Evidence.com to store Crime Scene and Forensic Evidence images. We as a unit do not like that our photographs are not uploaded in the order we took them. We have to tell a story and there are times the first image is the 20th photograph we took. This is not good for many who have to review all our images which can be 300, 500 images.",5,8/19/2021,Product
"When I talk to customer service about a device we have they tell me I have to go through the internet to report a claim and don't act like they want to answer my questions.  Also when we order products, I have to ask for a bill since they never send one.",4,8/19/2021,Customer Service
Axon attempts to do too many things across the industry instead of just focusing on making a few products excellent.  For example.  The BW3 just came out but you are already working on another one.,4,8/19/2021,Product
"Axon products work well for most applications.  As a repository for photographs, the system could use some improvements. I still prefer our current Digital Evidence Management System. Customer support has been excellent.",7,8/18/2021,Product
The expense of the programs is significant.  Agencies must consider the long term costs.,8,8/18/2021,Cost
horrible customer service,0,8/18/2021,Customer Service
glitches in iPhone app.,3,8/17/2021,Product
The equipment and services are costly and many departments can't afford it.,8,8/17/2021,Cost
"Decent company, Good products like BWV, Taser, Camera Capture & Citizen. Company still need improvement in Records management and file usage in the Dashboard system.",8,8/17/2021,Product
Cost of the product prevents 10 or even 9.,8,8/17/2021,Cost
very reliable product.  The cost and on-going cost are quite large so I would have a hard time recommending this to an agency with a smaller budget and budgetary limitations.,8,8/17/2021,Cost
"Axon makes great products and does a great job with future planning and advancement of tech for law enforcement.  But while Axon prides itself on customer driven innovation, more responsiveness to pop up needs would be a welcome addition.",8,8/17/2021,Product
"Excellent equipment. Server speed has a lot to be desired. I still get a lot of stuttering and dropped frames. I have to download a video if I'm to view it appropriately. A lot of commanders view officer involved shootings from home and base their press conferences on video that jumps frames and sometimes several seconds at a time. I brought this up to Axon in 2017 during a meeting. Before you blame our system, IT has repeatedly checked our connections and servers. I am able to stream video from ever news source, youtube, and other streaming sites without issue. Only Evidence.com consistently fails to handle the worload, when it should be the most reliable considering its purpose.",6,8/17/2021,Product
"I can't speak for everyone in our Department that deals with Axon.  Most of my experiences with Axon have been good or very positive.  While implementing and transitioning to Axon BWC's we experienced quite a few technical issues with setting up our Auto-tagging.  While this is very much reliant on I.T. and out of my knowledge base, it seems that better cooperation and communication between Axon's I.T. and our City's I.T. would be very beneficial. This is issue of course is not all on Axon.",8,8/17/2021,Customer Service
"Good products, but very expensive",6,8/17/2021,Cost
"Unfortunately, there is no established option to the TASER. However, with Axon's ""Apple"" approach to business, where Axon works very hard to lock the customer up in an Axon only, fee for service environment, for a RIDICULOUSLY overinflated price, is unacceptable and a completely irresponsible way for governments to spend public money. EVERY quote from Axon that I have ever compared to competitors has been slayed by the quality/cost savings options.",5,8/17/2021,Cost
By  far the best quality and very easy to use. They do hold departments hostage a little with their high costs for  media storage however.,7,8/17/2021,Cost
I like the products axon offers but it is too expensive for a small department.,8,8/17/2021,Cost
Produce is good but the price is high,8,8/17/2021,Cost
Axon is always great but I wish that they could get things done when promised.,8,8/17/2021,Sales
"You product is great but I could NEVER get a call back from our rep, David Arth.  David never returned phone calls or emails. From my standpoint, his service model is pathetic. If it were not for Kenneth Thomas, the transaction would've never occurred.  Kenneth was great and the only reason I chose 8 and not 10 was because of how ridiculous it was to try to get a response from David and the wasted time it cost me in an attempt to purchase your product.  If I had to rely solely on David Arth, I would still be waiting to place an order.",8,8/17/2021,Sales
"Since AXON is the only TASER manufacturer, we have no choice to stay with your company, however, I do believe that your company will make it cost prohibitive for agencies to be able to afford body-worn cameras, in-car cameras and other devices sold by AXON.",7,8/17/2021,Cost
Make it possible to list more than 100 items on list or put photos in folders? that would be AMAZING!,8,8/17/2021,Product
The cost point is really high.,7,8/17/2021,Cost
"Enhance to a Multicam downloading capability. It's time consuming to burn a disc for each officer, instead on one disc created at the same time. Currently 10 PO's = 10 separate disc. 

G. JACKSON",7,8/17/2021,Product
More competitive lower prices,8,8/17/2021,Cost
"I realize there was a records upgrade that caused some backlog, but it has been taking quite a while to hear back from our sales rep for an updated quote.  The products, however, are superior to others we have tried, so we are willing to wait.",8,8/17/2021,Sales
Costs are too high. Inflexible upgrade scenarios. Designed to woo newest customers on board. Can't get replacement cameras.,2,8/17/2021,Cost
"We don't hear from our Customer Success Manager and she's not the best at emailing back. 
Support is very good when we reach out.",8,8/17/2021,Customer Service
come out with the next generation of better products,8,,Product
"Support products longer. Not every agency can or wants to have a subscription for equipment and not every agency wants to send thousands of dollars to upgrade every few years. The X26 was and still is the best taser, my agency will never purchase the Taser 7 or continue to upgrade body camera. This is why we are looking for another company for body cameras. Axon has gotten to big and greedy.",1,,Cost
"Sales and support services are lacking in response times, communicating shipment of items, and backorders.",5,,Sales
Lower the cost of Evidence.com accounts,8,,Cost
The link we give civilians to download their videos could be easier.,7,,Product
Possibly a little more scenarios.,8,,Training
I work with invoicing and trainings.  In my past experience it has been hard to talk to an actual person to resolve issues.,7,,Customer Service
"Thus far, I cannot provide any suggestions for things which could be improved. Our experience with Axon support has been excellent.",8,,Product
Cheaper equipment,8,,Cost
Maybe mount a camera to glasses so as you get a true perspective what an officer sees,8,,Product
